"Group","Mean","SD","SE","Sample"
"0.1 PPM",30.4521735381935,29.9994493371071,5.38806015882806,31
"1 PPM",20.4577798858387,18.072496576464,3.24591620599368,31
"control",40.9079384108965,24.5263938500414,4.55443700024701,29
