"Group","Mean","SD","SE","Sample"
"0.3",7.5108433734,2.49464638216724,0.124732319108362,20
"3",6.38173747626316,1.78806913104428,0.0941089016339092,19
"control",8.91566265065,3.09880878983831,0.154940439491916,20
