"Group","Mean","SD","SE","Sample"
"0.3",7.5108433734,2.49464638216724,0.557819889034986,20
"3",6.38173747626316,1.78806913104428,0.41021119190982,19
"control",8.91566265065,3.09880878983831,0.692914710335233,20
