"Group","Mean","SD","SE","Sample"
"0.3",4.59809523809524,1.77247741606944,0.084403686479497,21
"3",4.18526315789474,1.15410074864012,0.0607421446652697,19
"control",6.34736842105263,1.98519196414425,0.10448378758654,19
