"Group","Mean","SD","SE","Sample"
"0.1 PPM",12.7406028168846,12.9553707647554,2.54075724366606,26
"1 PPM",27.561545867697,16.1889312649257,2.81813120702618,33
"control",34.9611699447667,16.8308670432295,3.07288184731569,30
