"Group","Mean","SD","SE","Sample"
"0.1 PPM",2.78725236859259,0.834231029972253,0.160547836573606,27
"1 PPM",2.76696070568966,0.788950918736812,0.146504507659928,29
"control",4.52279069763333,1.8791196291085,0.343078736371156,30
