"Group","Mean","SD","SE","Sample"
"0.3",4.59809523809524,1.77247741606944,0.386786282225616,21
"3",4.18526315789474,1.15410074864012,0.264768870209839,19
"control",6.34736842105263,1.98519196414425,0.455434271328096,19
