comment_Kyle,comment_checker,initials_extractor,title,doi,url,journal,study_id,exp_id,exp2_id,assay_id,assay2_id,species_english,species_latin,source,sex,pesticide,pesticide_grade,cas_id,cas_id_comment,pesticide_chemical_class,dosage,dosage_unit,duration,duration_unit,control_solvent,temperature,temperature_unit,behaviour_measured,behaviour_measured_standardised,behaviour_assay,behavioural_assay_standardised,effect_direction,data_source,data_file,control_effective_n,control_shoal_n,control_fish_n,control_n,control_mean,control_sd,control_shoal_sd,control_fish_sd,control_se,statistics_comment_control,sample_size_comment_control,treatment_effective_n,treatment_shoal_n,treatment_fish_n,treatment_n,treatment_mean,treatment_sd,treatment_shoal_sd,treatment_fish_sd,treatment_se,statistics_comment_treatment,sample_size_comment_treatment,contact_author,contacted_date,contact_response,contact_comments
used species median of shoal ,,KM,Neurobehavioral anomalies in zebrafish after sequential exposures to DDT and chlorpyrifos in adulthood: Do multiple exposures interact?,10.1016/j.ntt.2021.106985,https://www.sciencedirect.com/science/article/pii/S0892036221000398,Neurotoxicology and Teratology,hawkey_2021,hawkey_2021_exp_001,hawkey_2021_exp2_001,hawkey_2021_exp_001_assay_001,hawkey_2021_exp2_001_assay2_001,zebrafish ,Danio rerio,labratory stock from wild population,mixed,chlorpyrifos,not reported ,2921-88-2,https://commonchemistry.cas.org/detail?cas_rn=2921-88-2&search=chlorpyrifos,organophosphate,NA,NA,5,weeks,DMSO,28,celsius,shoaling,collective behaviour ,distance,group movement,NA,fig3a,hawkey_2021_fig3a,23,15.33333333,46,46,184.4213398,76.03453163,48.94725051,84.77912479,12.5,study reports mean and se,exact sample size provided,23.5,15.66666667,47,47,167.6488638,61.75907611,41.31950119,71.56747539,10.43918919,study reports mean and se,exact sample size provided,,,,
used species median of shoal ,,KM,Neurobehavioral anomalies in zebrafish after sequential exposures to DDT and chlorpyrifos in adulthood: Do multiple exposures interact?,10.1016/j.ntt.2021.106985,https://www.sciencedirect.com/science/article/pii/S0892036221000398,Neurotoxicology and Teratology,hawkey_2021,hawkey_2021_exp_002,hawkey_2021_exp2_002,hawkey_2021_exp_002_assay_001,hawkey_2021_exp2_002_assay2_001,zebrafish ,Danio rerio,labratory stock from wild population,mixed,DDT,not reported ,50-29-3,https://commonchemistry.cas.org/detail?cas_rn=50-29-3&search=DDT; https://commonchemistry.cas.org/detail?cas_rn=2921-88-2&search=chlorpyrifos,organochlorine ,NA,NA,5,weeks,DMSO,28,celsius,shoaling,collective behaviour ,distance,group movement,NA,fig3a,hawkey_2021_fig3a,23,15.33333333,46,46,184.4213398,76.03453163,48.94725051,84.77912479,12.5,study reports mean and se,exact sample size provided,21,14,42,42,191.4803442,87.21899232,52.25679608,90.51142586,13.96621622,study reports mean and se,exact sample size provided,,,,
used species median of shoal ,,KM,Neurobehavioral anomalies in zebrafish after sequential exposures to DDT and chlorpyrifos in adulthood: Do multiple exposures interact?,10.1016/j.ntt.2021.106985,https://www.sciencedirect.com/science/article/pii/S0892036221000398,Neurotoxicology and Teratology,hawkey_2021,hawkey_2021_exp_003,hawkey_2021_exp2_003,hawkey_2021_exp_003_assay_001,hawkey_2021_exp2_003_assay2_001,zebrafish ,Danio rerio,labratory stock from wild population,mixed,chlorpyrifos ; DDT ,not reported ,2921-88-2 ; 50-29-3,https://commonchemistry.cas.org/detail?cas_rn=2921-88-2&search=chlorpyrifos,organophosphate and organochlorine,NA,NA,5,weeks,DMSO,28,celsius,shoaling,collective behaviour ,distance,group movement,NA,fig3a,hawkey_2021_fig3a,23,15.33333333,46,46,184.4213398,76.03453163,48.94725051,84.77912479,12.5,study reports mean and se,exact sample size provided,16,10.66666667,32,32,226.6114671,68.58363121,46.7058112,80.89683799,14.30067568,study reports mean and se,exact sample size provided,,,,
used species median of shoal ,,KM,Neurobehavioral anomalies in zebrafish after sequential exposures to DDT and chlorpyrifos in adulthood: Do multiple exposures interact?,10.1016/j.ntt.2021.106985,https://www.sciencedirect.com/science/article/pii/S0892036221000398,Neurotoxicology and Teratology,hawkey_2021,hawkey_2021_exp_001,hawkey_2021_exp2_004,hawkey_2021_exp_001_assay_002,hawkey_2021_exp2_004_assay2_001,zebrafish ,Danio rerio,labratory stock from wild population,mixed,chlorpyrifos,not reported ,2921-88-2,https://commonchemistry.cas.org/detail?cas_rn=2921-88-2&search=chlorpyrifos,organophosphate,NA,NA,5,weeks,DMSO,28,celsius,shoaling,collective behaviour ,change in position ,group movement,NA,fig3b,hawkey_2021_fig3b,23,15.33333333,46,46,4.169755824,6.380816048,3.683965863,6.380816048,0.9408,study reports mean and se,exact sample size provided,23.5,15.66666667,47,47,6.443355824,7.755116484,4.47741859,7.755116484,1.1312,study reports mean and se,exact sample size provided,,,,
used species median of shoal ,,KM,Neurobehavioral anomalies in zebrafish after sequential exposures to DDT and chlorpyrifos in adulthood: Do multiple exposures interact?,10.1016/j.ntt.2021.106985,https://www.sciencedirect.com/science/article/pii/S0892036221000398,Neurotoxicology and Teratology,hawkey_2021,hawkey_2021_exp_002,hawkey_2021_exp2_005,hawkey_2021_exp_002_assay_002,hawkey_2021_exp2_005_assay2_001,zebrafish ,Danio rerio,labratory stock from wild population,mixed,DDT,not reported ,50-29-3,https://commonchemistry.cas.org/detail?cas_rn=50-29-3&search=DDT,organochlorine ,NA,NA,5,weeks,DMSO,28,celsius,shoaling,collective behaviour ,change in position ,group movement,NA,fig3b,hawkey_2021_fig3b,23,15.33333333,46,46,4.169755824,6.380816048,3.683965863,6.380816048,0.9408,study reports mean and se,exact sample size provided,21,14,42,42,6.779355824,8.056856836,4.651628463,8.056856836,1.2432,study reports mean and se,exact sample size provided,,,,
used species median of shoal ,,KM,Neurobehavioral anomalies in zebrafish after sequential exposures to DDT and chlorpyrifos in adulthood: Do multiple exposures interact?,10.1016/j.ntt.2021.106985,https://www.sciencedirect.com/science/article/pii/S0892036221000398,Neurotoxicology and Teratology,hawkey_2021,hawkey_2021_exp_003,hawkey_2021_exp2_006,hawkey_2021_exp_003_assay_002,hawkey_2021_exp2_006_assay2_001,zebrafish ,Danio rerio,labratory stock from wild population,mixed,chlorpyrifos ; DDT,not reported ,2921-88-2 ; 50-29-3,https://commonchemistry.cas.org/detail?cas_rn=50-29-3&search=DDT; https://commonchemistry.cas.org/detail?cas_rn=2921-88-2&search=chlorpyrifos,organophosphate and organochlorine,NA,NA,5,weeks,DMSO,28,celsius,shoaling,collective behaviour ,change in position ,group movement,NA,fig3b,hawkey_2021_fig3b,23,15.33333333,46,46,4.169755824,6.380816048,3.683965863,6.380816048,0.9408,study reports mean and se,exact sample size provided,16,10.66666667,32,32,2.344155824,9.123374534,5.267382744,9.123374534,1.6128,study reports mean and se,exact sample size provided,,,,
used species median of shoal ,,KM,Neurobehavioral anomalies in zebrafish after sequential exposures to DDT and chlorpyrifos in adulthood: Do multiple exposures interact?,10.1016/j.ntt.2021.106985,https://www.sciencedirect.com/science/article/pii/S0892036221000398,Neurotoxicology and Teratology,hawkey_2021,hawkey_2021_exp_004,hawkey_2021_exp2_007,hawkey_2021_exp_004_assay_001,hawkey_2021_exp2_007_assay2_001,zebrafish ,Danio rerio,labratory stock from wild population,mixed,chlorpyrifos,not reported ,2921-88-2,https://commonchemistry.cas.org/detail?cas_rn=2921-88-2&search=chlorpyrifos,organophosphate,NA,NA,5,weeks,DMSO,28,celsius,shoaling,collective behaviour ,change in position ,group movement,NA,fig3b,hawkey_2021_fig3b,18.5,12.33333333,37,37,5.142963907,8.220650801,4.746194953,8.220650803,1.351466667,study reports mean and se,exact sample size provided,17.5,11.66666667,35,35,7.379319462,7.709835173,4.451275413,7.709835173,1.3032,study reports mean and se,exact sample size provided,,,,
used species median of shoal ,,KM,Neurobehavioral anomalies in zebrafish after sequential exposures to DDT and chlorpyrifos in adulthood: Do multiple exposures interact?,10.1016/j.ntt.2021.106985,https://www.sciencedirect.com/science/article/pii/S0892036221000398,Neurotoxicology and Teratology,hawkey_2021,hawkey_2021_exp_005,hawkey_2021_exp2_008,hawkey_2021_exp_005_assay_001,hawkey_2021_exp2_008_assay2_001,zebrafish ,Danio rerio,labratory stock from wild population,mixed,DDT,not reported ,50-29-3,https://commonchemistry.cas.org/detail?cas_rn=50-29-3&search=DDT,organochlorine ,NA,NA,5,weeks,DMSO,28,celsius,shoaling,collective behaviour ,change in position ,group movement,NA,fig3b,hawkey_2021_fig3b,18.5,12.33333333,37,37,5.142963907,8.220650801,4.746194953,8.220650803,1.351466667,study reports mean and se,exact sample size provided,19.5,13,39,39,0.943763907,10.54988329,6.090977953,10.54988328,1.689333333,study reports mean and se,exact sample size provided,,,,
used species median of shoal ,,KM,Neurobehavioral anomalies in zebrafish after sequential exposures to DDT and chlorpyrifos in adulthood: Do multiple exposures interact?,10.1016/j.ntt.2021.106985,https://www.sciencedirect.com/science/article/pii/S0892036221000398,Neurotoxicology and Teratology,hawkey_2021,hawkey_2021_exp_006,hawkey_2021_exp2_009,hawkey_2021_exp_006_assay_001,hawkey_2021_exp2_009_assay2_001,zebrafish ,Danio rerio,labratory stock from wild population,mixed,chlorpyrifos ; DDT,not reported ,2921-88-2 ; 50-29-3,https://commonchemistry.cas.org/detail?cas_rn=50-29-3&search=DDT; https://commonchemistry.cas.org/detail?cas_rn=2921-88-2&search=chlorpyrifos,organophosphate and organochlorine,NA,NA,5,weeks,DMSO,28,celsius,shoaling,collective behaviour ,change in position ,group movement,NA,fig3b,hawkey_2021_fig3b,18.5,12.33333333,37,37,5.142963907,8.220650801,4.746194953,8.220650803,1.351466667,study reports mean and se,exact sample size provided,11.5,7.666666667,23,23,2.19869724,6.172768041,3.56384929,6.17276804,1.287111111,study reports mean and se,exact sample size provided,,,,
states two groups of 9,,KM,"Exposure to a commercial glyphosate formulation (Roundup®) alters normal gill and liver histology and affects male sexual activity of Jenynsia multidentata (Anablepidae, Cyprinodontiformes).",10.1007/s00244-011-9686-7,https://link.springer.com/article/10.1007/s00244-011-9686-7#article-info,Archives of Environmental Contamination and Toxicology ,hued_2011,hued_2011_exp_001,hued_2011_exp2_001,hued_2011_exp_001_assay_001,hued_2011_exp2_001_assay_001,killifish,Jenynsia multidentata,wild collected,male ,roundup,commercial  ,38641-94-0,https://commonchemistry.cas.org/detail?cas_rn=38641-94-0&search=ROUNDUP,organophosphate,0.5,mg/L,7,days,not reported ,21,celsius,sexual activity ,courtship,number of persecutions,frequency of courting events,NA,table2,hued_2011_table2,NA,NA,NA,9,74,40,NA,NA,not reported,study does not seem to report sample size,sample size is not provided,NA,NA,NA,9,52.4,28.9,NA,NA,not reported,study does not seem to report sample size,exact sample size provided,,,,
states two groups of 9,,KM,"Exposure to a commercial glyphosate formulation (Roundup®) alters normal gill and liver histology and affects male sexual activity of Jenynsia multidentata (Anablepidae, Cyprinodontiformes).",10.1007/s00244-011-9686-7,https://link.springer.com/article/10.1007/s00244-011-9686-7#article-info,Archives of Environmental Contamination and Toxicology ,hued_2011,hued_2011_exp_001,hued_2011_exp2_002,hued_2011_exp_001_assay_002,hued_2011_exp2_002_assay_001,killifish,Jenynsia multidentata,wild collected,male ,roundup,commercial  ,38641-94-0,https://commonchemistry.cas.org/detail?cas_rn=38641-94-0&search=ROUNDUP,organophosphate,0.5,mg/L,28,days,not reported ,21,celsius,sexual activity ,courtship,number of persecutions,frequency of courting events,NA,table2,hued_2011_table2,NA,NA,NA,9,74,40,NA,NA,not reported,study does not seem to report sample size,sample size is not provided,NA,NA,NA,9,56.16,29.8,NA,NA,not reported,study does not seem to report sample size,sample size is not provided,,,,
states two groups of 9,,KM,"Exposure to a commercial glyphosate formulation (Roundup®) alters normal gill and liver histology and affects male sexual activity of Jenynsia multidentata (Anablepidae, Cyprinodontiformes).",10.1007/s00244-011-9686-7,https://link.springer.com/article/10.1007/s00244-011-9686-7#article-info,Archives of Environmental Contamination and Toxicology ,hued_2011,hued_2011_exp_001,hued_2011_exp2_001,hued_2011_exp_001_assay_003,hued_2011_exp2_001_assay_002,killifish,Jenynsia multidentata,wild collected,male ,roundup,commercial  ,38641-94-0,https://commonchemistry.cas.org/detail?cas_rn=38641-94-0&search=ROUNDUP,organophosphate,0.5,mg/L,7,days,not reported ,21,celsius,sexual activity ,courtship,number of copulation attempts,frequency of courting events,NA,table2,hued_2011_table2,NA,NA,NA,9,30,28,NA,NA,not reported,study does not seem to report sample size,sample size is not provided,NA,NA,NA,9,16,10,NA,NA,not reported,study does not seem to report sample size,sample size is not provided,,,,
states two groups of 9,,KM,"Exposure to a commercial glyphosate formulation (Roundup®) alters normal gill and liver histology and affects male sexual activity of Jenynsia multidentata (Anablepidae, Cyprinodontiformes).",10.1007/s00244-011-9686-7,https://link.springer.com/article/10.1007/s00244-011-9686-7#article-info,Archives of Environmental Contamination and Toxicology ,hued_2011,hued_2011_exp_001,hued_2011_exp2_002,hued_2011_exp_001_assay_004,hued_2011_exp2_002_assay_002,killifish,Jenynsia multidentata,wild collected,male ,roundup,commercial  ,38641-94-0,https://commonchemistry.cas.org/detail?cas_rn=38641-94-0&search=ROUNDUP,organophosphate,0.5,mg/L,28,days,not reported ,21,celsius,sexual activity ,courtship,number of copulation attempts,frequency of courting events,NA,table2,hued_2011_table2,NA,NA,NA,9,30,28,NA,NA,not reported,study does not seem to report sample size,sample size is not provided,NA,NA,NA,9,19,9.8,NA,NA,not reported,study does not seem to report sample size,sample size is not provided,,,,
states two groups of 9,,KM,"Exposure to a commercial glyphosate formulation (Roundup®) alters normal gill and liver histology and affects male sexual activity of Jenynsia multidentata (Anablepidae, Cyprinodontiformes).",10.1007/s00244-011-9686-7,https://link.springer.com/article/10.1007/s00244-011-9686-7#article-info,Archives of Environmental Contamination and Toxicology ,hued_2011,hued_2011_exp_001,hued_2011_exp2_001,hued_2011_exp_001_assay_005,hued_2011_exp2_001_assay_003,killifish,Jenynsia multidentata,wild collected,male ,roundup,commercial  ,38641-94-0,https://commonchemistry.cas.org/detail?cas_rn=38641-94-0&search=ROUNDUP,organophosphate,0.5,mg/L,7,days,not reported ,21,celsius,sexual activity ,courtship,number of copulations,frequency of courting events,NA,table2,hued_2011_table2,NA,NA,NA,9,3.31,1.5,NA,NA,not reported,study does not seem to report sample size,sample size is not provided,NA,NA,NA,9,1.4,0.89,NA,NA,not reported,study does not seem to report sample size,sample size is not provided,,,,
states two groups of 9,,KM,"Exposure to a commercial glyphosate formulation (Roundup®) alters normal gill and liver histology and affects male sexual activity of Jenynsia multidentata (Anablepidae, Cyprinodontiformes).",10.1007/s00244-011-9686-7,https://link.springer.com/article/10.1007/s00244-011-9686-7#article-info,Archives of Environmental Contamination and Toxicology ,hued_2011,hued_2011_exp_001,hued_2011_exp2_002,hued_2011_exp_001_assay_006,hued_2011_exp2_002_assay_003,killifish,Jenynsia multidentata,wild collected,male ,roundup,commercial  ,38641-94-0,https://commonchemistry.cas.org/detail?cas_rn=38641-94-0&search=ROUNDUP,organophosphate,0.5,mg/L,28,days,not reported ,21,celsius,sexual activity ,courtship,number of copulations,frequency of courting events,NA,table2,hued_2011_table2,NA,NA,NA,9,3.31,1.5,NA,NA,not reported,study does not seem to report sample size,sample size is not provided,NA,NA,NA,9,1.3,0.81,NA,NA,not reported,study does not seem to report sample size,sample size is not provided,,,,
states two groups of 9,,KM,"Exposure to a commercial glyphosate formulation (Roundup®) alters normal gill and liver histology and affects male sexual activity of Jenynsia multidentata (Anablepidae, Cyprinodontiformes).",10.1007/s00244-011-9686-7,https://link.springer.com/article/10.1007/s00244-011-9686-7#article-info,Archives of Environmental Contamination and Toxicology ,hued_2011,hued_2011_exp_001,hued_2011_exp2_001,hued_2011_exp_001_assay_007,hued_2011_exp2_001_assay_004,killifish,Jenynsia multidentata,wild collected,male ,roundup,commercial  ,38641-94-0,https://commonchemistry.cas.org/detail?cas_rn=38641-94-0&search=ROUNDUP,organophosphate,0.5,mg/L,7,days,not reported ,21,celsius,sexual activity ,courtship,mating success,frequency of courting success,NA,table2,hued_2011_table2,NA,NA,NA,9,0.17,0.03,NA,NA,not reported,study does not seem to report sample size,sample size is not provided,NA,NA,NA,9,0.13,0.07,NA,NA,not reported,study does not seem to report sample size,sample size is not provided,,,,
states two groups of 9,,KM,"Exposure to a commercial glyphosate formulation (Roundup®) alters normal gill and liver histology and affects male sexual activity of Jenynsia multidentata (Anablepidae, Cyprinodontiformes).",10.1007/s00244-011-9686-7,https://link.springer.com/article/10.1007/s00244-011-9686-7#article-info,Archives of Environmental Contamination and Toxicology ,hued_2011,hued_2011_exp_001,hued_2011_exp2_002,hued_2011_exp_001_assay_008,hued_2011_exp2_002_assay_004,killifish,Jenynsia multidentata,wild collected,male ,roundup,commercial  ,38641-94-0,https://commonchemistry.cas.org/detail?cas_rn=38641-94-0&search=ROUNDUP,organophosphate,0.5,mg/L,28,days,not reported ,21,celsius,sexual activity ,courtship,mating success,frequency of courting success,NA,table2,hued_2011_table2,NA,NA,NA,9,0.17,0.03,NA,NA,not reported,study does not seem to report sample size,sample size is not provided,NA,NA,NA,9,0.11,0.07,NA,NA,not reported,study does not seem to report sample size,sample size is not provided,,,,
,,KM,Waterborne Exposure of Paclobutrazol at Environmental Relevant Concentration Induce Locomotion Hyperactivity in Larvae and Anxiolytic Exploratory Behavior in Adult Zebrafish,10.3390/ijerph17134632 ,https://www.mdpi.com/1660-4601/17/13/4632,Environmental Research and Public Health,hussian_2020,hussian_2020_exp_001,hussian_2020_exp2_001,hussian_2020_exp_001_assay_001,hussian_2020_exp2_001_assay2_001,zebrafish ,Danio rerio,laboratory stock from not specified source,mixed,paclobutrazol,not reported ,76738-62-0,https://commonchemistry.cas.org/detail?cas_rn=76738-62-0&search=paclobutrazol,triazole,100,ug/L,14,days,not reported ,26.5,celsius,aggression,aggression,mirror biting time,frequency of aggressive behaviour,NA,fig6a,hussian_2020_fig6a,NA,NA,NA,30,35.99724,92.56223,NA,NA,16.89947,study reports mean and se,exact sample size provided,NA,NA,NA,NA,18.13286,196.34899,NA,NA,35.84826,study reports mean and se ,sample size is not provided,,,,
