comment_Kyle,comment_checker,initials_extractor,title,doi,url,journal,study_id,exp_id,exp2_id,assay_id,assay2_id,species_english,species_latin,source,sex,pesticide,pesticide_grade,cas_id,cas_id_comment,pesticide_chemical_class,dosage,dosage_unit,duration,duration_unit,control_solvent,temperature,temperature_unit,behaviour_measured,behaviour_measured_standardised,behaviour_assay,behavioural_assay_standardised,data_source,data_file,control_n,control_mean,control_sd,control_se,statistics_comment_control,sample_size_comment_control,treatment_n,treatment_mean,treatment_sd,treatment_se,statistics_comment_treatment,sample_size_comment_treatment,contact_author,contacted_date,contact_response,contact_comments
,,KM,"neonicotinoid
tinoid Imidacloprid Affects the Social Behavior of Adult Zebrafish by Damaging Telencephalon Neurons through Oxidation Stress, Inflammation, and Apoptosis",10.3390/life13061418 ,"https://www.mdpi.com/2075-1729/13/6/1418#:~:text=Our%20behavioral%20and%20histological%20experiments,zebrafish%20through%20oxidative%20stress%2C%20inflammation",Life,chung_2023,chung_2023_exp_002,chung_2023_exp2_005,chung_2023_exp_002_assay_002,chung_2023_exp2_005_assay2_001,zebrafish,Danio rerio,laboratory stock from not specified source,male ,imidacloprid,analytical,138261-41-3,in paper,neonicotinoid,0.5,ppm,5,days,none,25,celsius,defensive alert behaviour,aggression,male confrontation distance,distance between individuals,fig6c,chung_2023_fig6c,10,16.59920513,4.969572384,1.571516773,study reports mean and se,exact sample size provided,10,12.31616216,4.6034927,1.455752212,study reports mean and se,exact sample size provided,,,,
,,KM,"neonicotinoid
tinoid Imidacloprid Affects the Social Behavior of Adult Zebrafish by Damaging Telencephalon Neurons through Oxidation Stress, Inflammation, and Apoptosis",10.3390/life13061418 ,"https://www.mdpi.com/2075-1729/13/6/1418#:~:text=Our%20behavioral%20and%20histological%20experiments,zebrafish%20through%20oxidative%20stress%2C%20inflammation",Life,chung_2023,chung_2023_exp_003,chung_2023_exp2_006,chung_2023_exp_003_assay_002,chung_2023_exp2_006_assay2_001,zebrafish,Danio rerio,laboratory stock from not specified source,male ,imidacloprid,analytical,138261-41-3,in paper,neonicotinoid,1,ppm,5,days,none,25,celsius,defensive alert behaviour,aggression,male confrontation distance,distance between individuals,fig6c,chung_2023_fig6c,10,16.59920513,4.969572384,1.571516773,study reports mean and se,exact sample size provided,10,12.37893228,4.827370764,1.526548673,study reports mean and se,exact sample size provided,,,,
sample size for this shoaling measurment is number of fish but does not state number of tanks,,KM,Glyphosate targets fish monoaminergic systems leading to oxidative stress and anxiety,10.1016/j.envint.2020.106253,https://www.sciencedirect.com/science/article/pii/S0278584618306961?via%3Dihub,Progress in Neuro-Psychopharmacology and Biological Psychiatry,faria_2021,faria_2021_exp_001,faria_2021_exp2_001,faria_2021_exp_001_assay_001,faria_2021_exp_001_assay2_001,zebrafish,Danio rerio,laboratory stock from not specified source,mixed,glyphosate,analytical,1071-83-6,in paper,organophosphate,0.3,ug/L,2,weeks,not reported ,28,celsius,shoaling ,collective behaviour ,average interfish distance,group arrangment ,fig1ca,faria_2021_fig1ca,19,6.347368421,1.985191964,0.455434271,calculated from scatter plot,counted from the scatter plot,21,4.598095238,1.772477416,0.386786282,calculated from scatter plot,counted from the scatter plot,,,,
sample size for this shoaling measurment is number of fish but does not state number of tanks,,KM,Glyphosate targets fish monoaminergic systems leading to oxidative stress and anxiety,10.1016/j.envint.2020.106253,https://www.sciencedirect.com/science/article/pii/S0278584618306961?via%3Dihub,Progress in Neuro-Psychopharmacology and Biological Psychiatry,faria_2021,faria_2021_exp_002,faria_2021_exp2_002,faria_2021_exp_002_assay_001,faria_2021_exp_002_assay2_001,zebrafish,Danio rerio,laboratory stock from not specified source,mixed,glyphosate,analytical,1071-83-6,in paper,organophosphate,3,ug/L,2,weeks,not reported ,28,celsius,shoaling ,collective behaviour ,average interfish distance,group arrangment ,fig1ca,faria_2021_fig1ca,19,6.347368421,1.985191964,0.455434271,calculated from scatter plot,counted from the scatter plot,19,4.185263158,1.154100749,0.26476887,calculated from scatter plot,counted from the scatter plot,,,,
sample size for this shoaling measurment is number of fish but does not state number of tanks,,KM,Glyphosate targets fish monoaminergic systems leading to oxidative stress and anxiety,10.1016/j.envint.2020.106253,https://www.sciencedirect.com/science/article/pii/S0278584618306961?via%3Dihub,Progress in Neuro-Psychopharmacology and Biological Psychiatry,faria_2021,faria_2021_exp_001,faria_2021_exp2_001,faria_2021_exp_001_assay_002,faria_2021_exp_001_assay2_002,zebrafish,Danio rerio,laboratory stock from not specified source,mixed,glyphosate,analytical,1071-83-6,in paper,organophosphate,0.3,ug/L,2,weeks,not reported ,28,celsius,shoaling ,collective behaviour ,farthest distance,group arrangment ,fig1cb,faria_2021_fig1cb,20,8.915662651,3.09880879,0.69291471,calculated from scatter plot,counted from the scatter plot,20,7.510843373,2.494646382,0.557819889,calculated from scatter plot,counted from the scatter plot,,,,
sample size for this shoaling measurment is number of fish but does not state number of tanks,,KM,Glyphosate targets fish monoaminergic systems leading to oxidative stress and anxiety,10.1016/j.envint.2020.106253,https://www.sciencedirect.com/science/article/pii/S0278584618306961?via%3Dihub,Progress in Neuro-Psychopharmacology and Biological Psychiatry,faria_2021,faria_2021_exp_002,faria_2021_exp2_002,faria_2021_exp_002_assay_002,faria_2021_exp_002_assay2_002,zebrafish,Danio rerio,laboratory stock from not specified source,mixed,glyphosate,analytical,1071-83-6,in paper,organophosphate,3,ug/L,2,weeks,not reported ,28,celsius,shoaling ,collective behaviour ,farthest distance,group arrangment ,fig1cb,faria_2021_fig1cb,20,8.915662651,3.09880879,0.69291471,calculated from scatter plot,counted from the scatter plot,19,6.381737476,1.788069131,0.410211192,calculated from scatter plot,counted from the scatter plot,,,,
,,KM,The kisspeptin-GnIH signaling pathway in the role of zebrafish courtship and aggressive behavior induced by azoxystrobin,10.1016/j.envpol.2023.121461,https://www.sciencedirect.com/science/article/pii/S0269749123004633?via%3Dihub,Environmental Pollution,guo_2023,guo_2023_exp_001,guo_2023_exp2_001,guo_2023_exp_001_assay_001,guo_2023_exp2_001_assay2_001,zebrafish ,Danio rerio,commercial supplier,male ,azoxystrobin,analytical,131860-33-8,in paper,B-methoxyacrylates,0.2,ug/L,42,days,DMSO,27,celsius,courting,courtship,distance in region of attraction,distance in attraction zone,fig1a,guo_2023_fig1a,18,1373.454228,409.207078,96.45103324,study reports mean and se,"states N=3, 18 per treatment - I assume this is 18 for each concentration",18,1270.488206,381.0371636,89.81132075,study reports mean and se,"states N=3, 18 per treatment - I assume this is 18 for each concentration",,,,
,,KM,The kisspeptin-GnIH signaling pathway in the role of zebrafish courtship and aggressive behavior induced by azoxystrobin,10.1016/j.envpol.2023.121461,https://www.sciencedirect.com/science/article/pii/S0269749123004633?via%3Dihub,Environmental Pollution,guo_2023,guo_2023_exp_002,guo_2023_exp2_002,guo_2023_exp_002_assay_001,guo_2023_exp2_002_assay2_001,zebrafish ,Danio rerio,commercial supplier,male ,azoxystrobin,analytical,131860-33-8,in paper,B-methoxyacrylates,20,ug/L,42,days,DMSO,27,celsius,courting,courtship,distance in region of attraction,distance in attraction zone,fig1a,guo_2023_fig1a,18,1373.454228,409.207078,96.45103324,study reports mean and se,"states N=3, 18 per treatment - I assume this is 18 for each concentration",18,1158.601161,290.3140294,68.42767296,study reports mean and se,"states N=3, 18 per treatment - I assume this is 18 for each concentration",,,,
,,KM,The kisspeptin-GnIH signaling pathway in the role of zebrafish courtship and aggressive behavior induced by azoxystrobin,10.1016/j.envpol.2023.121461,https://www.sciencedirect.com/science/article/pii/S0269749123004633?via%3Dihub,Environmental Pollution,guo_2023,guo_2023_exp_003,guo_2023_exp2_003,guo_2023_exp_003_assay_001,guo_2023_exp2_003_assay2_001,zebrafish ,Danio rerio,commercial supplier,male ,azoxystrobin,analytical,131860-33-8,in paper,B-methoxyacrylates,200,ug/L,42,days,DMSO,27,celsius,courting,courtship,distance in region of attraction,distance in attraction zone,fig1a,guo_2023_fig1a,18,1373.454228,409.207078,96.45103324,study reports mean and se,"states N=3, 18 per treatment - I assume this is 18 for each concentration",18,949.9591025,206.147357,48.58939802,study reports mean and se,"states N=3, 18 per treatment - I assume this is 18 for each concentration",,,,
,,KM,The kisspeptin-GnIH signaling pathway in the role of zebrafish courtship and aggressive behavior induced by azoxystrobin,10.1016/j.envpol.2023.121461,https://www.sciencedirect.com/science/article/pii/S0269749123004633?via%3Dihub,Environmental Pollution,guo_2023,guo_2023_exp_001,guo_2023_exp2_001,guo_2023_exp_001_assay_002,guo_2023_exp2_001_assay2_002,zebrafish ,Danio rerio,commercial supplier,male ,azoxystrobin,analytical,131860-33-8,in paper,B-methoxyacrylates,0.2,ug/L,42,days,DMSO,27,celsius,courting,courtship,frequency in region of attraction,frequency of entries into attraction zone,fig1b,guo_2023_fig1b,18,309.5539912,45.76500122,10.78691424,study reports mean and se,"states N=3, 18 per treatment - I assume this is 18 for each concentration",18,297.0195325,55.00803098,12.96551724,study reports mean and se,"states N=3, 18 per treatment - I assume this is 18 for each concentration",,,,
,,KM,The kisspeptin-GnIH signaling pathway in the role of zebrafish courtship and aggressive behavior induced by azoxystrobin,10.1016/j.envpol.2023.121461,https://www.sciencedirect.com/science/article/pii/S0269749123004633?via%3Dihub,Environmental Pollution,guo_2023,guo_2023_exp_002,guo_2023_exp2_002,guo_2023_exp_002_assay_002,guo_2023_exp2_002_assay2_002,zebrafish ,Danio rerio,commercial supplier,male ,azoxystrobin,analytical,131860-33-8,in paper,B-methoxyacrylates,20,ug/L,42,days,DMSO,27,celsius,courting,courtship,frequency in region of attraction,frequency of entries into attraction zone,fig1b,guo_2023_fig1b,18,309.5539912,45.76500122,10.78691424,study reports mean and se,"states N=3, 18 per treatment - I assume this is 18 for each concentration",18,261.8035239,61.73023444,14.54995579,study reports mean and se,"states N=3, 18 per treatment - I assume this is 18 for each concentration",,,,
,,KM,The kisspeptin-GnIH signaling pathway in the role of zebrafish courtship and aggressive behavior induced by azoxystrobin,10.1016/j.envpol.2023.121461,https://www.sciencedirect.com/science/article/pii/S0269749123004633?via%3Dihub,Environmental Pollution,guo_2023,guo_2023_exp_003,guo_2023_exp2_003,guo_2023_exp_003_assay_002,guo_2023_exp2_003_assay2_002,zebrafish ,Danio rerio,commercial supplier,male ,azoxystrobin,analytical,131860-33-8,in paper,B-methoxyacrylates,200,ug/L,42,days,DMSO,27,celsius,courting,courtship,frequency in region of attraction,frequency of entries into attraction zone,fig1b,guo_2023_fig1b,18,309.5539912,45.76500122,10.78691424,study reports mean and se,"states N=3, 18 per treatment - I assume this is 18 for each concentration",18,229.1189647,28.22425157,6.652519894,study reports mean and se,"states N=3, 18 per treatment - I assume this is 18 for each concentration",,,,
,,KM,The kisspeptin-GnIH signaling pathway in the role of zebrafish courtship and aggressive behavior induced by azoxystrobin,10.1016/j.envpol.2023.121461,https://www.sciencedirect.com/science/article/pii/S0269749123004633?via%3Dihub,Environmental Pollution,guo_2023,guo_2023_exp_001,guo_2023_exp2_004,guo_2023_exp_001_assay_003,guo_2023_exp2_004_assay2_001,zebrafish ,Danio rerio,commercial supplier,female,azoxystrobin,analytical,131860-33-8,in paper,B-methoxyacrylates,0.2,ug/L,42,days,DMSO,27,celsius,courting,courtship,distance in region of attraction,distance in attraction zone,fig1c,guo_2023_fig1c,18,1884.373043,237.0771902,55.87962963,study reports mean and se,"states N=3, 18 per treatment - I assume this is 18 for each concentration",18,1847.538615,344.1253002,81.11111111,study reports mean and se,"states N=3, 18 per treatment - I assume this is 18 for each concentration",,,,
,,KM,The kisspeptin-GnIH signaling pathway in the role of zebrafish courtship and aggressive behavior induced by azoxystrobin,10.1016/j.envpol.2023.121461,https://www.sciencedirect.com/science/article/pii/S0269749123004633?via%3Dihub,Environmental Pollution,guo_2023,guo_2023_exp_002,guo_2023_exp2_005,guo_2023_exp_002_assay_003,guo_2023_exp2_005_assay2_001,zebrafish ,Danio rerio,commercial supplier,female,azoxystrobin,analytical,131860-33-8,in paper,B-methoxyacrylates,20,ug/L,42,days,DMSO,27,celsius,courting,courtship,distance in region of attraction,distance in attraction zone,fig1c,guo_2023_fig1c,18,1884.373043,237.0771902,55.87962963,study reports mean and se,"states N=3, 18 per treatment - I assume this is 18 for each concentration",18,1630.696856,267.0180022,62.93674669,study reports mean and se,"states N=3, 18 per treatment - I assume this is 18 for each concentration",,,,
,,KM,The kisspeptin-GnIH signaling pathway in the role of zebrafish courtship and aggressive behavior induced by azoxystrobin,10.1016/j.envpol.2023.121461,https://www.sciencedirect.com/science/article/pii/S0269749123004633?via%3Dihub,Environmental Pollution,guo_2023,guo_2023_exp_003,guo_2023_exp2_006,guo_2023_exp_003_assay_003,guo_2023_exp2_006_assay2_001,zebrafish ,Danio rerio,commercial supplier,female,azoxystrobin,analytical,131860-33-8,in paper,B-methoxyacrylates,200,ug/L,42,days,DMSO,27,celsius,courting,courtship,distance in region of attraction,distance in attraction zone,fig1c,guo_2023_fig1c,18,1884.373043,237.0771902,55.87962963,study reports mean and se,"states N=3, 18 per treatment - I assume this is 18 for each concentration",18,1551.12002,246.3088621,58.05555556,study reports mean and se,"states N=3, 18 per treatment - I assume this is 18 for each concentration",,,,
,,KM,The kisspeptin-GnIH signaling pathway in the role of zebrafish courtship and aggressive behavior induced by azoxystrobin,10.1016/j.envpol.2023.121461,https://www.sciencedirect.com/science/article/pii/S0269749123004633?via%3Dihub,Environmental Pollution,guo_2023,guo_2023_exp_001,guo_2023_exp2_004,guo_2023_exp_001_assay_004,guo_2023_exp2_004_assay2_002,zebrafish ,Danio rerio,commercial supplier,female,azoxystrobin,analytical,131860-33-8,in paper,B-methoxyacrylates,0.2,ug/L,42,days,DMSO,27,celsius,courting,courtship,frequency in region of attraction,frequency of entries into attraction zone,fig1d,guo_2023_fig1d,18,409.420469,94.99700231,22.39100817,study reports mean and se,"states N=3, 18 per treatment - I assume this is 18 for each concentration",18,350.5993116,108.2921041,25.52469371,study reports mean and se,"states N=3, 18 per treatment - I assume this is 18 for each concentration",,,,
,,KM,The kisspeptin-GnIH signaling pathway in the role of zebrafish courtship and aggressive behavior induced by azoxystrobin,10.1016/j.envpol.2023.121461,https://www.sciencedirect.com/science/article/pii/S0269749123004633?via%3Dihub,Environmental Pollution,guo_2023,guo_2023_exp_002,guo_2023_exp2_005,guo_2023_exp_002_assay_004,guo_2023_exp2_005_assay2_002,zebrafish ,Danio rerio,commercial supplier,female,azoxystrobin,analytical,131860-33-8,in paper,B-methoxyacrylates,20,ug/L,42,days,DMSO,27,celsius,courting,courtship,frequency in region of attraction,frequency of entries into attraction zone,fig1d,guo_2023_fig1d,18,409.420469,94.99700231,22.39100817,study reports mean and se,"states N=3, 18 per treatment - I assume this is 18 for each concentration",18,318.4471427,45.7307342,10.77883742,study reports mean and se,"states N=3, 18 per treatment - I assume this is 18 for each concentration",,,,
,,KM,The kisspeptin-GnIH signaling pathway in the role of zebrafish courtship and aggressive behavior induced by azoxystrobin,10.1016/j.envpol.2023.121461,https://www.sciencedirect.com/science/article/pii/S0269749123004633?via%3Dihub,Environmental Pollution,guo_2023,guo_2023_exp_003,guo_2023_exp2_006,guo_2023_exp_003_assay_004,guo_2023_exp2_006_assay2_002,zebrafish ,Danio rerio,commercial supplier,female,azoxystrobin,analytical,131860-33-8,in paper,B-methoxyacrylates,200,ug/L,42,days,DMSO,27,celsius,courting,courtship,frequency in region of attraction,frequency of entries into attraction zone,fig1d,guo_2023_fig1d,18,409.420469,94.99700231,22.39100817,study reports mean and se,"states N=3, 18 per treatment - I assume this is 18 for each concentration",18,247.1051863,37.7633368,8.900903843,study reports mean and se,"states N=3, 18 per treatment - I assume this is 18 for each concentration",,,,
,,KM,The kisspeptin-GnIH signaling pathway in the role of zebrafish courtship and aggressive behavior induced by azoxystrobin,10.1016/j.envpol.2023.121461,https://www.sciencedirect.com/science/article/pii/S0269749123004633?via%3Dihub,Environmental Pollution,guo_2023,guo_2023_exp_001,guo_2023_exp2_007,guo_2023_exp_001_assay_005,guo_2023_exp2_007_assay2_001,zebrafish ,Danio rerio,commercial supplier,male ,azoxystrobin,analytical,131860-33-8,in paper,B-methoxyacrylates,0.2,ug/L,42,days,DMSO,27,celsius,courting,courtship,time near female,time spent near opposite sex ,fig3a ,guo_2023_fig3a,18,268.9578769,75.36926397,17.76470588,study reports mean and se ,"states N=3, 18 per treatment - I assume this is 18 for each concentration",18,235.1859327,23.48643419,5.535805627,study reports mean and se,"states N=3, 18 per treatment - I assume this is 18 for each concentration",,,,
,,KM,The kisspeptin-GnIH signaling pathway in the role of zebrafish courtship and aggressive behavior induced by azoxystrobin,10.1016/j.envpol.2023.121461,https://www.sciencedirect.com/science/article/pii/S0269749123004633?via%3Dihub,Environmental Pollution,guo_2023,guo_2023_exp_002,guo_2023_exp2_008,guo_2023_exp_002_assay_005,guo_2023_exp2_008_assay2_001,zebrafish ,Danio rerio,commercial supplier,male ,azoxystrobin,analytical,131860-33-8,in paper,B-methoxyacrylates,20,ug/L,42,days,DMSO,27,celsius,courting,courtship,time near female,time spent near opposite sex ,fig3a ,guo_2023_fig3a,18,268.9578769,75.36926397,17.76470588,study reports mean and se ,"states N=3, 18 per treatment - I assume this is 18 for each concentration",18,219.6814749,10.92669865,2.57544757,study reports mean and se,"states N=3, 18 per treatment - I assume this is 18 for each concentration",,,,
,,KM,The kisspeptin-GnIH signaling pathway in the role of zebrafish courtship and aggressive behavior induced by azoxystrobin,10.1016/j.envpol.2023.121461,https://www.sciencedirect.com/science/article/pii/S0269749123004633?via%3Dihub,Environmental Pollution,guo_2023,guo_2023_exp_003,guo_2023_exp2_009,guo_2023_exp_003_assay_005,guo_2023_exp2_009_assay2_001,zebrafish ,Danio rerio,commercial supplier,male ,azoxystrobin,analytical,131860-33-8,in paper,B-methoxyacrylates,200,ug/L,42,days,DMSO,27,celsius,courting,courtship,time near female,time spent near opposite sex ,fig3a ,guo_2023_fig3a,18,268.9578769,75.36926397,17.76470588,study reports mean and se ,"states N=3, 18 per treatment - I assume this is 18 for each concentration",18,185.9934066,29.54114903,6.962915601,study reports mean and se,"states N=3, 18 per treatment - I assume this is 18 for each concentration",,,,
