comment_Kyle,comment_checker,initials_extractor,title,doi,url,journal,study_id,exp_id,exp2_id,assay_id,assay2_id,species_english,species_latin,source,sex,pesticide,pesticide_grade,cas_id,cas_id_comment,pesticide_chemical_class,dosage,dosage_unit,duration,duration_unit,control_solvent,temperature,temperature_unit,behaviour_measured,behaviour_measured_standardised,behaviour_assay,behavioural_assay_standardised,data_source,data_file,control_n,control_mean,control_sd,control_se,statistics_comment_control,sample_size_comment_control,treatment_n,treatment_mean,treatment_sd,treatment_se,statistics_comment_treatment,sample_size_comment_treatment,contact_author,contacted_date,contact_response,contact_comments
"does not report error type, so used a conservative estimate using SE",,KM,"Acute mancozeb-fungicide exposure induces neuro-ethology disruption, health disorders, and immune-oxidative dysfunction in Nile tilapia (Oreochromis niloticus)",10.1016/j.aquatox.2023.106630,https://www.sciencedirect.com/science/article/pii/S0166445X23002333?via%3Dihub,"Acute mancozeb-fungicide exposure induces neuro-ethology disruption, health disorders, and immune-oxidative dysfunction in Nile tilapia (Oreochromis niloticus)",ibrahim_2023,ibrahim_2023_exp_003,ibrahim_2023_exp2_003,ibrahim_2023_exp_001_assay_003,ibrahim_2023_exp2_003_assay2_001,Nile tilapia,Oreochromis niloticus,commercial supplier,not reported ,mancozeb,analytical,,,dithiocarbamate ,12,mg/L,96,hours ,not reported ,23,celsius,aggression,aggression,number of chases ,frequency of aggressive behaviour,table1,ibrahim_2023_table1,10,0.2,0.031622777,0.01,"study does not state error type used, so we assumed to be SE",exact sample size provided,10,1.9,0.221359436,0.07,"study does not state error type used, so we assumed to be SE",exact sample size provided,,,,
"does not report error type, so used a conservative estimate using SE",,KM,"Acute mancozeb-fungicide exposure induces neuro-ethology disruption, health disorders, and immune-oxidative dysfunction in Nile tilapia (Oreochromis niloticus)",10.1016/j.aquatox.2023.106630,https://www.sciencedirect.com/science/article/pii/S0166445X23002333?via%3Dihub,"Acute mancozeb-fungicide exposure induces neuro-ethology disruption, health disorders, and immune-oxidative dysfunction in Nile tilapia (Oreochromis niloticus)",ibrahim_2023,ibrahim_2023_exp_004,ibrahim_2023_exp2_004,ibrahim_2023_exp_001_assay_004,ibrahim_2023_exp2_004_assay2_001,Nile tilapia,Oreochromis niloticus,commercial supplier,not reported ,mancozeb,analytical,,,dithiocarbamate ,16,mg/L,96,hours ,not reported ,23,celsius,aggression,aggression,number of chases ,frequency of aggressive behaviour,table1,ibrahim_2023_table1,10,0.2,0.031622777,0.01,"study does not state error type used, so we assumed to be SE",exact sample size provided,10,1.96,0.347850543,0.11,"study does not state error type used, so we assumed to be SE",exact sample size provided,,,,
"does not report error type, so used a conservative estimate using SE",,KM,"Acute mancozeb-fungicide exposure induces neuro-ethology disruption, health disorders, and immune-oxidative dysfunction in Nile tilapia (Oreochromis niloticus)",10.1016/j.aquatox.2023.106630,https://www.sciencedirect.com/science/article/pii/S0166445X23002333?via%3Dihub,"Acute mancozeb-fungicide exposure induces neuro-ethology disruption, health disorders, and immune-oxidative dysfunction in Nile tilapia (Oreochromis niloticus)",ibrahim_2023,ibrahim_2023_exp_005,ibrahim_2023_exp2_005,ibrahim_2023_exp_001_assay_005,ibrahim_2023_exp2_005_assay2_001,Nile tilapia,Oreochromis niloticus,commercial supplier,not reported ,mancozeb,analytical,,,dithiocarbamate ,20,mg/L,96,hours ,not reported ,23,celsius,aggression,aggression,number of chases ,frequency of aggressive behaviour,table1,ibrahim_2023_table1,10,0.2,0.031622777,0.01,"study does not state error type used, so we assumed to be SE",exact sample size provided,10,2.11,0.474341649,0.15,"study does not state error type used, so we assumed to be SE",exact sample size provided,,,,
,,KM,The Possible Role of Bifidobacterium longum BB536 and Lactobacillus rhamnosus HN001 on Locomotor Activity and Oxidative Stress in a Rotenone-Induced Zebrafish Model of Parkinson's Disease,10.1155/2021/9629102,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8531778/,Oxidative Medicine and Cellular Longevity,ilie_2021,ilie_2021_exp_001,ilie_2021_exp2_001,ilie_2021_exp_001_assay_001,ilie_2021_exp2_001_assay2_001,zebrafish ,Danio rerio,commercial supplier,not reported ,rotenone,commercial  ,83-79-4,https://commonchemistry.cas.org/detail?cas_rn=83-79-4&search=rotenone,rotenones,2,ug/L,1,days,none,26,celsius,social interaction ,sociality,time spent in the left arm ,time spent in social zone,fig5,ilie_2021_fig5,15,140.5891426,112.8291361,29.13235767,study reports mean and se,exact sample size provided (section 2.4. Design Protocol),15,102.816452,66.1634655,17.08333333,study reports mean and se,exact sample size provided (section 2.4. Design Protocol),,,,
,,KM,The Possible Role of Bifidobacterium longum BB536 and Lactobacillus rhamnosus HN001 on Locomotor Activity and Oxidative Stress in a Rotenone-Induced Zebrafish Model of Parkinson's Disease,10.1155/2021/9629102,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8531778/,Oxidative Medicine and Cellular Longevity,ilie_2021,ilie_2021_exp_001,ilie_2021_exp2_001,ilie_2021_exp_001_assay_002,ilie_2021_exp2_001_assay2_002,zebrafish ,Danio rerio,commercial supplier,not reported ,rotenone,commercial  ,83-79-4,https://commonchemistry.cas.org/detail?cas_rn=83-79-4&search=rotenone,rotenones,2,ug/L,2,days,none,26,celsius,social interaction ,sociality,time spent in the left arm ,time spent in social zone,fig5,ilie_2021_fig5,15,127.9395662,132.1288567,34.11552412,study reports mean and se,exact sample size provided (section 2.4. Design Protocol),15,145.3694823,85.4110191,22.0530303,study reports mean and se,exact sample size provided (section 2.4. Design Protocol),,,,
,,KM,The Possible Role of Bifidobacterium longum BB536 and Lactobacillus rhamnosus HN001 on Locomotor Activity and Oxidative Stress in a Rotenone-Induced Zebrafish Model of Parkinson's Disease,10.1155/2021/9629102,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8531778/,Oxidative Medicine and Cellular Longevity,ilie_2021,ilie_2021_exp_001,ilie_2021_exp2_001,ilie_2021_exp_001_assay_003,ilie_2021_exp2_001_assay2_003,zebrafish ,Danio rerio,commercial supplier,not reported ,rotenone,commercial  ,83-79-4,https://commonchemistry.cas.org/detail?cas_rn=83-79-4&search=rotenone,rotenones,2,ug/L,3,days,none,26,celsius,social interaction ,sociality,time spent in the left arm ,time spent in social zone,fig5,ilie_2021_fig5,15,128.7062072,102.4369788,26.4491142,study reports mean and se,exact sample size provided (section 2.4. Design Protocol),15,133.2558459,97.4407401,25.15909091,study reports mean and se,exact sample size provided (section 2.4. Design Protocol),,,,
,,KM,The Possible Role of Bifidobacterium longum BB536 and Lactobacillus rhamnosus HN001 on Locomotor Activity and Oxidative Stress in a Rotenone-Induced Zebrafish Model of Parkinson's Disease,10.1155/2021/9629102,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8531778/,Oxidative Medicine and Cellular Longevity,ilie_2021,ilie_2021_exp_001,ilie_2021_exp2_001,ilie_2021_exp_001_assay_004,ilie_2021_exp2_001_assay2_004,zebrafish ,Danio rerio,commercial supplier,not reported ,rotenone,commercial  ,83-79-4,https://commonchemistry.cas.org/detail?cas_rn=83-79-4&search=rotenone,rotenones,2,ug/L,4,days,none,26,celsius,social interaction ,sociality,time spent in the left arm ,time spent in social zone,fig5,ilie_2021_fig5,15,98.42388804,59.38375584,15.33281983,study reports mean and se,exact sample size provided (section 2.4. Design Protocol),15,167.7331186,34.8861909,9.007575758,study reports mean and se,exact sample size provided (section 2.4. Design Protocol),,,,
,,KM,The Possible Role of Bifidobacterium longum BB536 and Lactobacillus rhamnosus HN001 on Locomotor Activity and Oxidative Stress in a Rotenone-Induced Zebrafish Model of Parkinson's Disease,10.1155/2021/9629103,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8531778/,Oxidative Medicine and Cellular Longevity,ilie_2021,ilie_2021_exp_001,ilie_2021_exp2_001,ilie_2021_exp_001_assay_005,ilie_2021_exp2_001_assay2_005,zebrafish ,Danio rerio,commercial supplier,not reported ,rotenone,commercial  ,83-79-4,https://commonchemistry.cas.org/detail?cas_rn=83-79-4&search=rotenone,rotenones,2,ug/L,5,days,none,26,celsius,social interaction ,sociality,time spent in the left arm ,time spent in social zone,fig5,ilie_2021_fig5,15,154.7720009,65.32213143,16.86610181,study reports mean and se,exact sample size provided (section 2.4. Design Protocol),15,136.0513004,39.6980793,10.25,study reports mean and se,exact sample size provided (section 2.4. Design Protocol),,,,
,,KM,The Possible Role of Bifidobacterium longum BB536 and Lactobacillus rhamnosus HN001 on Locomotor Activity and Oxidative Stress in a Rotenone-Induced Zebrafish Model of Parkinson's Disease,10.1155/2021/9629102,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8531778/,Oxidative Medicine and Cellular Longevity,ilie_2021,ilie_2021_exp_001,ilie_2021_exp2_001,ilie_2021_exp_001_assay_006,ilie_2021_exp2_001_assay2_006,zebrafish ,Danio rerio,commercial supplier,not reported ,rotenone,commercial  ,83-79-4,https://commonchemistry.cas.org/detail?cas_rn=83-79-4&search=rotenone,rotenones,2,ug/L,6,days,none,26,celsius,social interaction ,sociality,time spent in the left arm ,time spent in social zone,fig5,ilie_2021_fig5,15,150.5554755,65.32213143,16.86610181,study reports mean and se,exact sample size provided (section 2.4. Design Protocol),15,72.06645196,117.8912658,30.43939394,study reports mean and se,exact sample size provided (section 2.4. Design Protocol),,,,
,,KM,The Possible Role of Bifidobacterium longum BB536 and Lactobacillus rhamnosus HN001 on Locomotor Activity and Oxidative Stress in a Rotenone-Induced Zebrafish Model of Parkinson's Disease,10.1155/2021/9629102,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8531778/,Oxidative Medicine and Cellular Longevity,ilie_2021,ilie_2021_exp_001,ilie_2021_exp2_001,ilie_2021_exp_001_assay_007,ilie_2021_exp2_001_assay2_007,zebrafish ,Danio rerio,commercial supplier,not reported ,rotenone,commercial  ,83-79-4,https://commonchemistry.cas.org/detail?cas_rn=83-79-4&search=rotenone,rotenones,2,ug/L,7,days,none,26,celsius,social interaction ,sociality,time spent in the left arm ,time spent in social zone,fig5,ilie_2021_fig5,15,153.2387189,56.41456805,14.56617884,study reports mean and se,exact sample size provided (section 2.4. Design Protocol),15,153.4452398,80.5991307,20.81060606,study reports mean and se,exact sample size provided (section 2.4. Design Protocol),,,,
,,KM,The Possible Role of Bifidobacterium longum BB536 and Lactobacillus rhamnosus HN001 on Locomotor Activity and Oxidative Stress in a Rotenone-Induced Zebrafish Model of Parkinson's Disease,10.1155/2021/9629102,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8531778/,Oxidative Medicine and Cellular Longevity,ilie_2021,ilie_2021_exp_001,ilie_2021_exp2_001,ilie_2021_exp_001_assay_008,ilie_2021_exp2_001_assay2_008,zebrafish ,Danio rerio,commercial supplier,not reported ,rotenone,commercial  ,83-79-4,https://commonchemistry.cas.org/detail?cas_rn=83-79-4&search=rotenone,rotenones,2,ug/L,8,days,none,26,celsius,social interaction ,sociality,time spent in the left arm ,time spent in social zone,fig5,ilie_2021_fig5,15,141.9599901,67.4764101,17.42233417,study reports mean and se,exact sample size provided (section 2.4. Design Protocol),15,92.87705802,61.3515771,15.84090909,study reports mean and se,exact sample size provided (section 2.4. Design Protocol),,,,
,,KM,The Possible Role of Bifidobacterium longum BB536 and Lactobacillus rhamnosus HN001 on Locomotor Activity and Oxidative Stress in a Rotenone-Induced Zebrafish Model of Parkinson's Disease,10.1155/2021/9629102,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8531778/,Oxidative Medicine and Cellular Longevity,ilie_2021,ilie_2021_exp_001,ilie_2021_exp2_001,ilie_2021_exp_001_assay_009,ilie_2021_exp2_001_assay2_009,zebrafish ,Danio rerio,commercial supplier,not reported ,rotenone,commercial  ,83-79-4,https://commonchemistry.cas.org/detail?cas_rn=83-79-4&search=rotenone,rotenones,2,ug/L,9,days,none,26,celsius,social interaction ,sociality,time spent in the left arm ,time spent in social zone,fig5,ilie_2021_fig5,15,126.2798894,79.62216392,20.55835432,study reports mean and se,exact sample size provided (section 2.4. Design Protocol),15,151.8922095,141.9507078,36.65151515,study reports mean and se,exact sample size provided (section 2.4. Design Protocol),,,,
,,KM,The Possible Role of Bifidobacterium longum BB536 and Lactobacillus rhamnosus HN001 on Locomotor Activity and Oxidative Stress in a Rotenone-Induced Zebrafish Model of Parkinson's Disease,10.1155/2021/9629102,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8531778/,Oxidative Medicine and Cellular Longevity,ilie_2021,ilie_2021_exp_001,ilie_2021_exp2_001,ilie_2021_exp_001_assay_010,ilie_2021_exp2_001_assay2_010,zebrafish ,Danio rerio,commercial supplier,not reported ,rotenone,commercial  ,83-79-4,https://commonchemistry.cas.org/detail?cas_rn=83-79-4&search=rotenone,rotenones,2,ug/L,10,days,none,26,celsius,social interaction ,sociality,time spent in the left arm ,time spent in social zone,fig5,ilie_2021_fig5,15,121.7500825,101.2146152,26.13350126,study reports mean and se,exact sample size provided (section 2.4. Design Protocol),15,90.08160348,93.8318238,24.22727273,study reports mean and se,exact sample size provided (section 2.4. Design Protocol),,,,
,,KM,The Possible Role of Bifidobacterium longum BB536 and Lactobacillus rhamnosus HN001 on Locomotor Activity and Oxidative Stress in a Rotenone-Induced Zebrafish Model of Parkinson's Disease,10.1155/2021/9629102,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8531778/,Oxidative Medicine and Cellular Longevity,ilie_2021,ilie_2021_exp_001,ilie_2021_exp2_001,ilie_2021_exp_001_assay_011,ilie_2021_exp2_001_assay2_011,zebrafish ,Danio rerio,commercial supplier,not reported ,rotenone,commercial  ,83-79-4,https://commonchemistry.cas.org/detail?cas_rn=83-79-4&search=rotenone,rotenones,2,ug/L,11,days,none,26,celsius,social interaction ,sociality,time spent in the left arm ,time spent in social zone,fig5,ilie_2021_fig5,15,157.2916442,26.99056404,6.968933669,study reports mean and se,exact sample size provided (section 2.4. Design Protocol),15,135.4300883,111.8764053,28.88636364,study reports mean and se,exact sample size provided (section 2.4. Design Protocol),,,,
,,KM,The Possible Role of Bifidobacterium longum BB536 and Lactobacillus rhamnosus HN001 on Locomotor Activity and Oxidative Stress in a Rotenone-Induced Zebrafish Model of Parkinson's Disease,10.1155/2021/9629102,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8531778/,Oxidative Medicine and Cellular Longevity,ilie_2021,ilie_2021_exp_001,ilie_2021_exp2_001,ilie_2021_exp_001_assay_012,ilie_2021_exp2_001_assay2_012,zebrafish ,Danio rerio,commercial supplier,not reported ,rotenone,commercial  ,83-79-4,https://commonchemistry.cas.org/detail?cas_rn=83-79-4&search=rotenone,rotenones,2,ug/L,12,days,none,26,celsius,social interaction ,sociality,time spent in the left arm ,time spent in social zone,fig5,ilie_2021_fig5,15,143.0053302,94.46697415,24.39126784,study reports mean and se,exact sample size provided (section 2.4. Design Protocol),15,142.2634217,42.1040235,10.87121212,study reports mean and se,exact sample size provided (section 2.4. Design Protocol),,,,
,,KM,The Possible Role of Bifidobacterium longum BB536 and Lactobacillus rhamnosus HN001 on Locomotor Activity and Oxidative Stress in a Rotenone-Induced Zebrafish Model of Parkinson's Disease,10.1155/2021/9629102,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8531778/,Oxidative Medicine and Cellular Longevity,ilie_2021,ilie_2021_exp_001,ilie_2021_exp2_001,ilie_2021_exp_001_assay_013,ilie_2021_exp2_001_assay2_013,zebrafish ,Danio rerio,commercial supplier,not reported ,rotenone,commercial  ,83-79-4,https://commonchemistry.cas.org/detail?cas_rn=83-79-4&search=rotenone,rotenones,2,ug/L,13,days,none,26,celsius,social interaction ,sociality,time spent in the left arm ,time spent in social zone,fig5,ilie_2021_fig5,15,101.8886215,66.1268819,17.07388749,study reports mean and se,exact sample size provided (section 2.4. Design Protocol),15,76.41493681,111.8764053,28.88636364,study reports mean and se,exact sample size provided (section 2.4. Design Protocol),,,,
,,KM,The Possible Role of Bifidobacterium longum BB536 and Lactobacillus rhamnosus HN001 on Locomotor Activity and Oxidative Stress in a Rotenone-Induced Zebrafish Model of Parkinson's Disease,10.1155/2021/9629102,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8531778/,Oxidative Medicine and Cellular Longevity,ilie_2021,ilie_2021_exp_001,ilie_2021_exp2_001,ilie_2021_exp_001_assay_014,ilie_2021_exp2_001_assay2_014,zebrafish ,Danio rerio,commercial supplier,not reported ,rotenone,commercial  ,83-79-4,https://commonchemistry.cas.org/detail?cas_rn=83-79-4&search=rotenone,rotenones,2,ug/L,14,days,none,26,celsius,social interaction ,sociality,time spent in the left arm ,time spent in social zone,fig5,ilie_2021_fig5,15,133.2488231,47.23348707,12.19563392,study reports mean and se,exact sample size provided (section 2.4. Design Protocol),15,96.29372469,98.6437122,25.46969697,study reports mean and se,exact sample size provided (section 2.4. Design Protocol),,,,
,,KM,The Possible Role of Bifidobacterium longum BB536 and Lactobacillus rhamnosus HN001 on Locomotor Activity and Oxidative Stress in a Rotenone-Induced Zebrafish Model of Parkinson's Disease,10.1155/2021/9629102,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8531778/,Oxidative Medicine and Cellular Longevity,ilie_2021,ilie_2021_exp_001,ilie_2021_exp2_001,ilie_2021_exp_001_assay_015,ilie_2021_exp2_001_assay2_015,zebrafish ,Danio rerio,commercial supplier,not reported ,rotenone,commercial  ,83-79-4,https://commonchemistry.cas.org/detail?cas_rn=83-79-4&search=rotenone,rotenones,2,ug/L,15,days,none,26,celsius,social interaction ,sociality,time spent in the left arm ,time spent in social zone,fig5,ilie_2021_fig5,15,103.2688888,28.71283774,7.413622827,study reports mean and se,exact sample size provided (section 2.4. Design Protocol),15,133.877058,73.3812981,18.9469697,study reports mean and se,exact sample size provided (section 2.4. Design Protocol),,,,
,,KM,The Possible Role of Bifidobacterium longum BB536 and Lactobacillus rhamnosus HN001 on Locomotor Activity and Oxidative Stress in a Rotenone-Induced Zebrafish Model of Parkinson's Disease,10.1155/2021/9629102,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8531778/,Oxidative Medicine and Cellular Longevity,ilie_2021,ilie_2021_exp_001,ilie_2021_exp2_001,ilie_2021_exp_001_assay_016,ilie_2021_exp2_001_assay2_016,zebrafish ,Danio rerio,commercial supplier,not reported ,rotenone,commercial  ,83-79-4,https://commonchemistry.cas.org/detail?cas_rn=83-79-4&search=rotenone,rotenones,2,ug/L,16,days,none,26,celsius,social interaction ,sociality,time spent in the left arm ,time spent in social zone,fig5,ilie_2021_fig5,15,116.0367948,73.37725201,18.945925,study reports mean and se,exact sample size provided (section 2.4. Design Protocol),15,86.66493681,131.1239589,33.85606061,study reports mean and se,exact sample size provided (section 2.4. Design Protocol),,,,
,,KM,The Possible Role of Bifidobacterium longum BB536 and Lactobacillus rhamnosus HN001 on Locomotor Activity and Oxidative Stress in a Rotenone-Induced Zebrafish Model of Parkinson's Disease,10.1155/2021/9629102,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8531778/,Oxidative Medicine and Cellular Longevity,ilie_2021,ilie_2021_exp_001,ilie_2021_exp2_001,ilie_2021_exp_001_assay_017,ilie_2021_exp2_001_assay2_017,zebrafish ,Danio rerio,commercial supplier,not reported ,rotenone,commercial  ,83-79-4,https://commonchemistry.cas.org/detail?cas_rn=83-79-4&search=rotenone,rotenones,2,ug/L,17,days,none,26,celsius,social interaction ,sociality,time spent in the left arm ,time spent in social zone,fig5,ilie_2021_fig5,15,147.7506257,84.54335557,21.82900054,study reports mean and se,exact sample size provided (section 2.4. Design Protocol),15,132.3240277,90.2229075,23.29545455,study reports mean and se,exact sample size provided (section 2.4. Design Protocol),,,,
,,KM,The Possible Role of Bifidobacterium longum BB536 and Lactobacillus rhamnosus HN001 on Locomotor Activity and Oxidative Stress in a Rotenone-Induced Zebrafish Model of Parkinson's Disease,10.1155/2021/9629102,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8531778/,Oxidative Medicine and Cellular Longevity,ilie_2021,ilie_2021_exp_001,ilie_2021_exp2_001,ilie_2021_exp_001_assay_018,ilie_2021_exp2_001_assay2_018,zebrafish ,Danio rerio,commercial supplier,not reported ,rotenone,commercial  ,83-79-4,https://commonchemistry.cas.org/detail?cas_rn=83-79-4&search=rotenone,rotenones,2,ug/L,18,days,none,26,celsius,social interaction ,sociality,time spent in the left arm ,time spent in social zone,fig5,ilie_2021_fig5,15,117.2723986,79.75788262,20.59339674,study reports mean and se,exact sample size provided (section 2.4. Design Protocol),15,146.3013004,90.2229075,23.29545455,study reports mean and se,exact sample size provided (section 2.4. Design Protocol),,,,
,,KM,The Possible Role of Bifidobacterium longum BB536 and Lactobacillus rhamnosus HN001 on Locomotor Activity and Oxidative Stress in a Rotenone-Induced Zebrafish Model of Parkinson's Disease,10.1155/2021/9629102,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8531778/,Oxidative Medicine and Cellular Longevity,ilie_2021,ilie_2021_exp_001,ilie_2021_exp2_001,ilie_2021_exp_001_assay_019,ilie_2021_exp2_001_assay2_019,zebrafish ,Danio rerio,commercial supplier,not reported ,rotenone,commercial  ,83-79-4,https://commonchemistry.cas.org/detail?cas_rn=83-79-4&search=rotenone,rotenones,2,ug/L,19,days,none,26,celsius,social interaction ,sociality,time spent in the left arm ,time spent in social zone,fig5,ilie_2021_fig5,15,107.3875681,124.4222969,32.12569891,study reports mean and se,exact sample size provided (section 2.4. Design Protocol),15,133.566452,105.8615448,27.33333333,study reports mean and se,exact sample size provided (section 2.4. Design Protocol),,,,
,,KM,The Possible Role of Bifidobacterium longum BB536 and Lactobacillus rhamnosus HN001 on Locomotor Activity and Oxidative Stress in a Rotenone-Induced Zebrafish Model of Parkinson's Disease,10.1155/2021/9629102,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8531778/,Oxidative Medicine and Cellular Longevity,ilie_2021,ilie_2021_exp_001,ilie_2021_exp2_001,ilie_2021_exp_001_assay_020,ilie_2021_exp2_001_assay2_020,zebrafish ,Danio rerio,commercial supplier,not reported ,rotenone,commercial  ,83-79-4,https://commonchemistry.cas.org/detail?cas_rn=83-79-4&search=rotenone,rotenones,2,ug/L,20,days,none,26,celsius,social interaction ,sociality,time spent in the left arm ,time spent in social zone,fig5,ilie_2021_fig5,15,100.7976812,76.56756731,19.76966087,study reports mean and se,exact sample size provided (section 2.4. Design Protocol),15,171.1497853,99.8466843,25.78030303,study reports mean and se,exact sample size provided (section 2.4. Design Protocol),,,,
,,KM,The Possible Role of Bifidobacterium longum BB536 and Lactobacillus rhamnosus HN001 on Locomotor Activity and Oxidative Stress in a Rotenone-Induced Zebrafish Model of Parkinson's Disease,10.1155/2021/9629102,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8531778/,Oxidative Medicine and Cellular Longevity,ilie_2021,ilie_2021_exp_001,ilie_2021_exp2_001,ilie_2021_exp_001_assay_021,ilie_2021_exp2_001_assay2_021,zebrafish ,Danio rerio,commercial supplier,not reported ,rotenone,commercial  ,83-79-4,https://commonchemistry.cas.org/detail?cas_rn=83-79-4&search=rotenone,rotenones,2,ug/L,21,days,none,26,celsius,social interaction ,sociality,time spent in the left arm ,time spent in social zone,fig5,ilie_2021_fig5,15,118.0961344,55.83051783,14.41537772,study reports mean and se,exact sample size provided (section 2.4. Design Protocol),15,169.596755,86.6139912,22.36363636,study reports mean and se,exact sample size provided (section 2.4. Design Protocol),,,,
,,KM,Assessing Anti-Social and Aggressive Behavior in a Zebrafish (Danio rerio) Model of Parkinson’s Disease Chronically Exposed to Rotenone,10.3390/brainsci12070898,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9313068/,Brain Sciences,ilie_2022,ilie_2022_exp_001,ilie_2022_exp2_001,ilie_2022_exp_001_assay_001,ilie_2022_exp2_001_assay2_001,zebrafish ,Danio rerio,commercial supplier,not reported ,rotenone,commercial  ,83-79-4,https://commonchemistry.cas.org/detail?cas_rn=83-79-4&search=rotenone,rotenones,2.5,ug/L,1,days,none,26,celsius,aggression,aggression,percentage of time in left arm,time spent in aggression zone,fig4e treatment; fig4a control,ilie_2022_fig4e_treatment; fig4a_control,5,24.17115209,6.167558389,2.758215962,study reports mean and se,exact sample size provided,5,54.31383005,18.22436964,8.150185874,study reports mean and se ,exact sample size provided,,,,
,,KM,Assessing Anti-Social and Aggressive Behavior in a Zebrafish (Danio rerio) Model of Parkinson’s Disease Chronically Exposed to Rotenone,10.3390/brainsci12070898,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9313068/,Brain Sciences,ilie_2022,ilie_2022_exp_001,ilie_2022_exp2_001,ilie_2022_exp_001_assay_002,ilie_2022_exp2_001_assay2_002,zebrafish ,Danio rerio,commercial supplier,not reported ,rotenone,commercial  ,83-79-4,https://commonchemistry.cas.org/detail?cas_rn=83-79-4&search=rotenone,rotenones,2.5,ug/L,4,days,none,26,celsius,aggression,aggression,percentage of time in left arm,time spent in aggression zone,fig4e treatment; fig4a control,ilie_2022_fig4e_treatment; fig4a_control,5,14.57256054,13.07522378,5.84741784,study reports mean and se,exact sample size provided,5,37.10788209,47.24836574,21.13011152,study reports mean and se ,exact sample size provided,,,,
,,KM,Assessing Anti-Social and Aggressive Behavior in a Zebrafish (Danio rerio) Model of Parkinson’s Disease Chronically Exposed to Rotenone,10.3390/brainsci12070898,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9313068/,Brain Sciences,ilie_2022,ilie_2022_exp_001,ilie_2022_exp2_001,ilie_2022_exp_001_assay_003,ilie_2022_exp2_001_assay2_003,zebrafish ,Danio rerio,commercial supplier,not reported ,rotenone,commercial  ,83-79-4,https://commonchemistry.cas.org/detail?cas_rn=83-79-4&search=rotenone,rotenones,2.5,ug/L,8,days,none,26,celsius,aggression,aggression,percentage of time in left arm,time spent in aggression zone,fig4e treatment; fig4a control,ilie_2022_fig4e_treatment; fig4a_control,5,10.38007227,5.180749046,2.316901408,study reports mean and se,exact sample size provided,5,25.93910886,11.47460311,5.131598513,study reports mean and se ,exact sample size provided,,,,
,,KM,Assessing Anti-Social and Aggressive Behavior in a Zebrafish (Danio rerio) Model of Parkinson’s Disease Chronically Exposed to Rotenone,10.3390/brainsci12070898,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9313068/,Brain Sciences,ilie_2022,ilie_2022_exp_001,ilie_2022_exp2_001,ilie_2022_exp_001_assay_004,ilie_2022_exp2_001_assay2_004,zebrafish ,Danio rerio,commercial supplier,not reported ,rotenone,commercial  ,83-79-4,https://commonchemistry.cas.org/detail?cas_rn=83-79-4&search=rotenone,rotenones,2.5,ug/L,12,days,none,26,celsius,aggression,aggression,percentage of time in left arm,time spent in aggression zone,fig4e treatment; fig4a control,ilie_2022_fig4e_treatment; fig4a_control,5,20.75096429,15.78894947,7.061032864,study reports mean and se,exact sample size provided,5,8.129443429,11.81209144,5.282527881,study reports mean and se ,exact sample size provided,,,,
,,KM,Assessing Anti-Social and Aggressive Behavior in a Zebrafish (Danio rerio) Model of Parkinson’s Disease Chronically Exposed to Rotenone,10.3390/brainsci12070898,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9313068/,Brain Sciences,ilie_2022,ilie_2022_exp_001,ilie_2022_exp2_001,ilie_2022_exp_001_assay_005,ilie_2022_exp2_001_assay2_005,zebrafish ,Danio rerio,commercial supplier,not reported ,rotenone,commercial  ,83-79-4,https://commonchemistry.cas.org/detail?cas_rn=83-79-4&search=rotenone,rotenones,2.5,ug/L,16,days,none,26,celsius,aggression,aggression,percentage of time in left arm,time spent in aggression zone,fig4e treatment; fig4a control,ilie_2022_fig4e_treatment; fig4a_control,5,10.159415,11.84171211,5.295774648,study reports mean and se,exact sample size provided,5,12.5063951,13.8370214,6.188104089,study reports mean and se ,exact sample size provided,,,,
